price,bedrooms,bathrooms,sqft_living,floors,waterfront,yr_built,condition
387000.0,3,1.5,1340,1.0,0,1972,3
347500.0,4,2.75,2290,2.0,0,1977,3
385000.0,3,2.0,1860,1.0,0,1922,3
265000.0,3,1.0,1080,1.0,0,1950,3
406000.0,3,1.0,960,1.0,0,1953,3
134000.0,2,1.5,980,2.0,0,1922,3
415000.0,3,1.0,1500,2.0,0,1926,5
375000.0,3,1.75,1440,1.0,0,1973,3
620000.0,4,2.5,2580,2.0,0,1993,3
337500.0,5,2.5,2070,2.0,0,1999,3
565000.0,3,2.5,1880,1.0,0,1967,4
399500.0,3,1.75,2420,2.0,0,1911,3
1065000.0,2,1.75,1890,2.0,0,1987,3
352500.0,3,2.0,1920,1.0,0,1992,3
259000.0,3,2.0,1870,1.0,0,1986,3
320000.0,2,1.0,900,1.0,0,1971,3
733000.0,3,2.5,2160,2.0,0,1989,4
381500.0,2,1.0,900,1.0,0,1924,5
343000.0,2,1.0,1180,1.0,0,1957,4
205500.0,2,1.0,900,1.0,0,1938,5
525000.0,3,2.0,1600,1.0,0,1967,5
300000.0,3,1.75,1500,1.0,0,1943,5
299000.0,2,1.0,1070,1.0,0,1942,3
561000.0,4,2.5,2570,2.0,0,1990,3
450000.0,3,1.0,1210,1.5,0,1928,3
540000.0,4,2.5,1850,2.0,0,1985,3
379000.0,3,2.5,1740,2.0,0,1992,3
230000.0,3,1.0,1300,1.0,0,1958,4
399950.0,3,2.5,2000,2.0,0,1989,4
355000.0,5,2.5,3220,2.0,0,2002,3
580000.0,4,2.25,2160,1.0,0,1969,3
700000.0,3,2.0,2130,1.5,0,1922,4
279900.0,3,1.75,1580,1.0,0,1962,4
210000.0,3,1.0,1200,1.0,0,1905,3
1165000.0,3,3.0,3790,2.0,0,1989,3
290300.0,2,1.0,860,1.0,0,1931,4
1599950.0,5,4.5,5130,2.0,0,1996,3
490000.0,3,1.0,1600,1.5,0,1939,3
606000.0,4,2.5,2110,2.0,0,1987,3
359950.0,3,1.0,1400,1.0,0,1943,3
677100.0,3,2.0,2110,1.0,0,1993,3
465000.0,3,2.0,1430,1.0,0,1984,4
4500000.0,5,5.5,6640,2.0,1,2004,3
500000.0,3,2.0,3040,1.0,0,1978,4
455000.0,2,1.0,980,1.0,0,1950,4
705000.0,6,2.0,2570,1.5,0,1911,4
420000.0,3,2.5,2060,1.0,0,1967,4
169575.0,3,1.0,1300,1.0,0,1968,3
250000.0,3,1.0,1300,1.0,0,1968,3
530000.0,3,2.25,1680,1.0,0,1973,5
590000.0,5,3.25,4020,1.0,0,1970,5
257500.0,3,1.75,1530,1.0,0,1979,3
415000.0,3,1.0,1170,1.0,0,1957,3
536000.0,3,1.75,1580,1.5,0,1945,3
246500.0,3,1.5,1270,1.0,0,1964,4
395000.0,3,1.75,1480,1.0,0,1975,3
739000.0,3,2.25,2220,1.0,0,1974,4
1272000.0,4,2.75,3200,2.0,0,1984,3
190000.0,3,1.0,910,1.0,0,1968,4
305000.0,3,1.5,1480,1.0,0,1962,3
925000.0,4,4.25,3770,2.0,0,1983,4
895000.0,4,3.0,3500,2.0,0,1977,3
656000.0,3,1.75,1480,1.5,0,1943,3
560000.0,4,1.0,1660,1.5,0,1945,3
610000.0,5,2.25,2520,2.0,0,1977,3
645000.0,4,2.5,2850,2.0,0,1987,3
259000.0,3,2.5,2153,2.0,0,2007,3
980000.0,4,2.5,3780,2.0,0,1990,3
872000.0,4,4.0,3770,1.0,0,1967,4
1000000.0,6,2.75,3600,1.0,0,1977,4
900000.0,3,2.75,2980,1.5,0,1941,3
475000.0,4,1.5,2320,1.5,0,1915,4
350000.0,5,2.75,2980,1.0,0,1975,4
840000.0,4,1.75,2930,1.0,0,1947,3
500000.0,4,2.5,2040,1.0,0,1963,3
202500.0,3,1.5,1510,1.0,0,1954,3
523000.0,4,2.5,2660,2.0,0,1988,3
225000.0,3,2.5,1740,2.0,0,1989,3
418200.0,3,2.25,2240,1.0,0,1980,3
356500.0,4,1.75,1570,1.0,0,1959,3
670000.0,4,3.0,2500,1.5,0,1926,4
456150.0,3,2.25,1750,1.0,0,1962,5
471000.0,4,2.5,3030,2.0,0,1998,3
558000.0,3,2.5,1680,3.0,0,2008,3
1380000.0,6,4.5,5740,2.0,0,2000,3
161500.0,3,1.0,1220,1.0,0,1961,5
311000.0,3,1.0,1310,1.5,0,1962,3
470000.0,6,1.75,2490,1.5,0,1966,4
569000.0,3,3.25,2220,1.5,0,1929,5
689000.0,4,2.5,2240,2.0,0,1989,3
271900.0,3,1.75,1890,1.0,0,1979,3
278000.0,4,2.5,1850,2.0,0,1991,3
820000.0,2,2.5,2210,2.0,0,1931,4
399500.0,3,1.75,1410,1.0,0,1967,4
462000.0,3,2.75,1890,2.0,0,1979,4
347500.0,3,1.0,1830,1.0,0,1977,3
562100.0,2,0.75,1440,1.0,0,1914,3
230000.0,2,1.0,950,1.0,0,1958,3
687000.0,4,2.5,2370,2.0,0,1966,5
725786.0,4,2.5,3070,2.0,0,2000,3
315500.0,3,1.0,1300,1.0,0,1969,4
312000.0,4,2.0,1300,1.0,0,1950,3
343000.0,3,3.25,1210,2.0,0,2002,3
385195.0,1,1.0,710,1.5,0,2015,3
415000.0,4,2.25,2240,1.0,0,1981,4
461000.0,3,1.75,3600,2.0,0,1948,4
369990.0,4,2.5,1960,2.0,0,2002,3
349950.0,4,2.5,1820,2.0,0,1999,3
285750.0,3,2.25,1960,1.0,0,1966,3
542500.0,4,2.25,1750,1.0,0,1972,3
830000.0,5,3.5,3700,2.0,0,2011,3
705000.0,4,2.5,2910,2.0,0,1976,4
615000.0,2,1.0,1270,1.0,0,1949,3
184500.0,2,1.0,720,1.0,0,1940,3
412000.0,2,1.0,1040,1.0,0,1901,3
250000.0,3,1.5,2210,1.5,0,1934,3
580000.0,5,2.0,2060,2.0,0,1903,3
220000.0,2,1.0,780,1.0,0,1923,5
675000.0,4,2.75,2240,1.0,0,1976,4
373500.0,2,1.0,800,1.0,0,1918,3
662700.0,2,1.5,2440,2.0,0,1910,3
239950.0,5,1.0,1460,2.0,0,1941,4
383000.0,3,1.0,1150,1.0,0,1957,4
485000.0,3,2.75,2650,1.0,0,1975,4
610000.0,4,2.75,2600,1.0,0,1976,5
545000.0,6,1.75,1820,1.0,0,1954,3
780000.0,2,2.5,2560,2.0,0,1901,5
305000.0,3,2.5,1714,2.0,0,2005,3
405000.0,3,1.0,1330,1.0,0,1984,3
1110000.0,5,3.5,7350,2.0,0,2001,3
273000.0,3,1.75,2050,2.0,0,1959,4
326500.0,3,1.0,1810,2.0,0,1970,3
365000.0,3,1.75,1380,1.0,0,1981,5
1000750.0,3,2.75,3070,2.0,0,1987,3
422500.0,2,1.0,800,1.0,0,1940,3
354450.0,4,2.75,2140,2.0,0,1993,3
320000.0,3,1.0,1330,1.0,0,1971,4
223000.0,3,1.0,1030,1.0,0,1961,3
410000.0,3,2.5,1740,2.0,0,2008,3
438000.0,3,1.0,1200,1.5,0,1923,4
390000.0,3,3.0,1490,2.0,0,1993,3
298500.0,4,2.5,1890,2.0,0,2004,3
749999.0,5,2.25,3060,2.0,0,1989,3
779000.0,6,2.5,3250,1.0,0,1966,3
570000.0,3,2.75,2730,2.0,0,1978,3
385000.0,3,1.0,810,1.0,0,1918,3
649000.0,4,2.0,2240,1.0,0,1961,5
283000.0,3,1.0,1740,1.0,0,1947,3
699900.0,4,2.25,2380,1.0,0,1961,3
278500.0,4,1.0,1540,1.0,0,1971,3
700000.0,4,1.75,2340,1.0,0,1975,3
535000.0,4,2.75,2710,2.0,0,1995,3
234500.0,3,1.75,1310,1.0,0,1954,3
374150.0,3,1.75,1390,1.0,0,1973,4
397000.0,4,2.5,2201,2.0,0,2006,3
613000.0,3,2.25,1960,1.0,0,1988,3
1150000.0,3,2.5,2850,1.0,0,1954,4
595000.0,4,1.75,1880,1.0,0,1924,3
340000.0,5,2.75,2440,2.0,0,2003,3
388000.0,4,2.5,2560,2.0,0,2005,3
404000.0,3,1.75,1410,1.0,0,1950,3
810000.0,3,2.0,2870,1.5,0,1946,4
405000.0,4,2.5,2620,2.0,0,1987,3
726000.0,5,3.0,2970,2.0,0,2000,3
266000.0,3,2.5,1780,1.0,0,1986,4
722500.0,5,2.25,3700,1.0,0,1970,5
352000.0,4,2.5,1252,1.0,0,1996,3
265000.0,4,1.5,1240,1.0,0,1961,4
856000.0,3,2.5,2160,2.0,0,2014,3
346950.0,3,2.5,2040,2.0,0,2006,4
866059.0,5,3.5,3130,2.0,0,2014,3
410000.0,3,2.5,2350,2.0,0,2004,3
370000.0,3,1.75,1570,2.0,0,1982,3
230000.0,3,1.0,1530,1.5,0,1919,4
400000.0,2,2.0,1520,1.0,0,1999,3
172000.0,3,1.0,1350,1.0,0,1959,4
615000.0,3,1.75,1950,1.0,0,1962,4
860000.0,4,3.5,3950,2.0,0,1998,3
555000.0,3,1.75,2040,1.0,0,1958,5
579000.0,3,2.5,1990,1.5,0,1926,5
385000.0,3,1.75,1300,1.0,0,1968,3
420000.0,4,2.25,2030,2.0,0,1977,3
645000.0,3,1.75,2340,1.5,0,1914,5
549950.0,3,2.5,2160,2.0,0,1996,3
678000.0,3,2.75,2770,1.0,0,1962,5
199000.0,4,2.0,2030,2.0,0,1950,3
604000.0,3,1.0,1440,1.0,0,1957,4
268000.0,5,1.75,1730,1.0,0,1963,5
960000.0,5,3.5,4510,2.0,0,2003,3
509250.0,3,2.5,2100,1.0,0,1980,4
416000.0,3,2.5,1800,2.0,0,1987,3
190000.0,3,1.0,1090,1.0,0,1967,3
212000.0,3,1.5,1010,1.0,0,1973,4
325900.0,3,2.5,2040,2.0,0,1985,3
560000.0,3,3.5,2270,2.0,0,1996,3
275000.0,3,2.5,1730,2.0,0,1987,4
665000.0,4,2.5,2480,2.0,0,1994,3
1505000.0,4,3.5,3480,2.0,0,1926,3
375000.0,4,2.0,1720,1.0,0,1930,3
359950.0,3,1.75,1570,1.0,0,1979,3
340000.0,4,2.75,3527,2.0,0,2005,3
401000.0,2,1.0,840,1.0,0,1948,4
669000.0,2,1.75,1950,1.0,0,1952,4
638500.0,4,2.5,1980,2.0,0,2004,3
545000.0,2,1.5,1620,2.0,0,1924,5
524000.0,4,1.0,1980,1.0,0,1973,3
1610000.0,5,3.75,3530,2.0,0,2013,3
280000.0,2,1.0,1260,1.0,0,1947,3
828000.0,4,2.5,2120,1.0,0,1979,4
223000.0,3,1.75,1360,1.0,0,1984,4
1289000.0,4,3.5,3100,2.0,0,1981,3
750000.0,2,2.0,2370,1.0,0,1970,3
430000.0,2,1.0,1460,1.0,0,1947,3
711000.0,4,1.75,1980,1.0,0,1948,5
310000.0,4,2.5,1930,2.0,0,1994,3
415000.0,5,1.75,3700,1.0,0,1957,3
274900.0,4,2.5,1970,2.0,0,1987,3
525000.0,3,3.0,2470,2.0,0,1980,4
179500.0,3,1.0,1180,1.0,0,1952,3
478000.0,3,1.0,1280,1.5,0,1910,3
195000.0,3,1.75,1380,1.0,0,1981,3
385000.0,4,3.0,2740,1.0,0,1980,3
401000.0,3,2.75,2020,1.0,0,1969,3
522000.0,4,2.5,2835,2.0,0,2002,3
330000.0,4,1.75,1520,1.0,0,1968,4
503000.0,3,2.5,2190,2.0,0,1999,3
175000.0,5,1.75,1680,1.0,0,1979,4
963990.0,4,3.5,3915,2.0,0,2014,3
845000.0,5,2.0,1720,1.0,0,1951,4
157500.0,2,1.0,670,1.0,0,1905,3
450000.0,2,3.0,1790,2.0,0,2001,3
925000.0,4,1.75,2440,1.0,0,1950,3
600000.0,2,1.0,920,1.0,0,1938,4
709000.0,4,1.0,1680,1.5,0,1911,3
1385000.0,5,3.75,3290,2.0,0,1938,5
248000.0,3,2.5,2120,1.0,0,1984,3
245000.0,3,1.0,910,1.0,0,1912,4
332000.0,2,1.0,1000,1.0,0,1942,4
459950.0,3,2.5,2340,2.0,0,2002,3
425000.0,3,2.0,1180,2.0,0,1994,3
460000.0,3,2.25,2080,1.0,0,1979,3
838300.0,6,2.5,3760,1.0,0,1967,3
256000.0,3,2.5,1480,2.0,0,1995,5
864000.0,3,2.75,3060,2.0,0,1984,3
900000.0,4,3.5,3070,2.0,0,1922,3
145600.0,3,1.0,1170,1.0,0,1958,3
865000.0,5,3.0,2900,1.0,0,1977,5
250250.0,3,2.25,2210,2.0,0,1969,4
162000.0,4,2.0,1440,1.0,0,1943,4
450000.0,4,1.75,1980,1.0,0,1973,3
675500.0,4,2.75,2060,1.0,0,1978,2
697000.0,3,2.25,2420,1.5,0,1947,5
1324050.0,3,3.25,3440,2.0,0,2005,3
490000.0,3,1.75,1600,1.0,0,1984,3
590000.0,3,2.25,2210,1.0,0,1951,3
280000.0,4,1.75,2250,1.0,0,1957,3
515000.0,2,1.0,1680,1.0,0,1941,4
576000.0,3,1.0,1140,1.0,0,1909,4
375000.0,3,1.75,1430,2.0,0,1981,3
478000.0,3,1.0,1440,1.0,0,1980,4
282000.0,3,1.0,1670,1.0,0,1977,5
1400000.0,4,4.5,3080,2.0,0,1976,3
593500.0,5,3.25,4300,2.0,0,1972,3
724950.0,4,3.5,3010,2.0,0,2004,3
306000.0,3,1.75,1560,1.0,0,1966,4
341000.0,4,1.75,1920,1.0,0,1975,4
399950.0,3,2.5,1400,1.0,0,1930,3
534000.0,5,2.0,2280,2.0,0,1992,3
635000.0,6,2.5,3880,2.0,0,2003,3
350000.0,2,1.0,1350,1.0,0,1927,3
856000.0,3,1.5,1480,1.5,0,1928,3
582000.0,4,3.0,1670,3.0,0,2000,3
799000.0,4,2.5,3400,2.0,0,2004,3
423700.0,3,2.5,2070,2.0,0,1999,3
1835000.0,4,3.5,4870,2.0,0,1995,3
322000.0,3,2.0,1760,1.0,0,1988,3
929000.0,4,3.25,4030,2.0,0,2002,3
443000.0,2,1.0,1130,1.0,0,1939,3
441500.0,3,1.75,1510,1.0,0,1968,3
875000.0,4,3.5,3110,2.0,0,1979,4
3600000.0,3,3.25,5020,2.0,1,1941,3
450000.0,2,1.0,740,1.0,0,1947,4
425000.0,3,2.25,1630,1.0,0,1974,3
660000.0,4,1.75,2780,2.0,0,1978,4
763101.0,3,1.75,1990,1.0,0,1939,4
499000.0,4,2.75,2250,2.0,0,1992,3
521000.0,3,1.75,1720,1.0,0,1974,4
302000.0,2,1.0,900,1.0,0,1925,5
293000.0,4,2.25,2360,2.0,0,1998,3
335000.0,3,2.25,1530,2.0,0,2011,3
499000.0,2,1.0,1450,2.0,0,1919,3
600000.0,3,1.75,2040,1.5,0,1924,3
720000.0,4,1.75,2620,1.5,0,1962,4
195000.0,2,2.0,1180,2.0,0,2005,3
249000.0,3,1.0,1110,1.0,0,1952,3
334000.0,3,2.25,1840,2.0,0,1989,3
599950.0,4,1.75,2720,1.0,0,1952,3
149900.0,2,1.75,1090,1.0,0,1982,4
700000.0,4,1.75,1730,1.0,0,1945,3
525000.0,4,1.5,1170,1.0,0,1960,4
1049000.0,4,3.75,4740,2.0,0,1991,4
402000.0,3,2.5,1960,1.0,0,1977,4
450000.0,3,2.0,1430,1.0,0,1947,3
520000.0,3,2.25,2510,2.0,0,1981,3
205000.0,3,1.75,1420,1.0,0,1980,5
635000.0,3,2.25,2680,1.0,0,2004,3
210500.0,3,1.0,1220,1.0,0,1958,5
406650.0,2,1.0,1070,1.0,0,1940,3
350000.0,3,1.75,1580,1.0,0,1968,4
425000.0,4,1.75,1820,1.0,0,1942,3
798000.0,3,3.5,3590,2.0,0,1999,3
180000.0,3,1.0,1960,2.0,0,1908,2
1250000.0,5,3.25,3160,2.0,0,1972,5
435000.0,4,2.0,2030,2.0,0,1925,4
355000.0,3,1.5,1240,1.0,0,1962,3
3000000.0,5,3.25,5370,2.0,0,1918,3
685000.0,5,2.5,2670,2.0,0,1958,5
311000.0,3,1.0,1640,1.0,0,1960,4
305000.0,4,2.25,2130,1.0,0,1966,4
675000.0,3,2.5,2550,1.5,0,1924,4
769000.0,4,2.75,3630,1.0,0,1968,4
430000.0,3,1.5,1690,1.5,0,1954,5
516250.0,6,2.0,2390,1.5,0,1925,4
760000.0,3,3.5,2350,1.0,0,1940,5
579950.0,3,3.5,1420,2.0,0,2003,3
476000.0,3,2.25,1570,1.0,0,1980,4
510000.0,3,1.75,1600,1.0,0,1967,4
205000.0,2,1.0,720,1.0,0,1955,3
240000.0,3,1.0,1470,1.0,0,1969,3
738000.0,5,3.5,2790,2.0,0,1991,3
420000.0,3,1.75,1720,1.0,0,1940,5
455000.0,3,1.75,1300,1.0,0,1969,4
765000.0,4,1.0,2520,1.5,0,1912,5
372000.0,4,1.5,1780,1.5,0,1962,4
160000.0,3,1.0,1200,1.0,0,1948,2
772000.0,4,2.5,2990,2.0,0,2003,3
1125000.0,5,1.75,1910,2.0,0,1906,4
479000.0,3,1.0,1370,1.5,0,1924,3
570000.0,3,2.5,1910,2.0,0,1999,3
350000.0,4,1.0,1170,1.5,0,1959,3
353000.0,3,2.5,1250,3.0,0,2004,3
699000.0,5,2.5,3340,2.0,0,2002,3
265000.0,3,2.0,1380,2.0,0,1955,4
167000.0,1,1.0,780,1.5,0,1989,3
500000.0,4,2.25,2080,1.0,0,1964,3
700000.0,3,1.0,1410,2.0,0,1901,4
295000.0,1,1.0,520,1.0,0,1918,3
1010000.0,4,3.5,3500,2.0,0,2004,3
209000.0,2,1.0,840,1.0,0,1969,5
276000.0,3,1.75,2240,1.0,0,1968,4
380000.0,4,2.5,2100,2.0,0,2002,3
315000.0,3,1.5,1750,1.0,0,1954,3
685530.0,4,2.5,3130,2.0,0,1996,3
254600.0,3,2.0,1470,1.0,0,1968,4
230000.0,3,2.0,1440,1.0,0,1942,4
335000.0,3,3.0,1430,3.0,0,2003,3
550000.0,4,2.5,2170,1.0,0,1980,3
123300.0,3,1.0,1150,1.5,0,1956,4
275436.0,4,2.75,2170,1.5,0,1966,3
325000.0,4,3.5,2630,1.5,0,1984,3
635000.0,4,2.5,2490,2.0,0,1997,3
513000.0,3,1.75,1710,1.0,0,1944,4
580000.0,4,2.5,2130,1.0,0,1980,3
225000.0,3,1.0,940,1.0,0,1954,3
265000.0,3,1.0,1400,1.0,0,1961,3
313000.0,4,1.75,1630,1.0,0,1978,3
296000.0,2,1.0,1370,1.0,0,1948,3
655500.0,4,2.75,2380,1.0,0,1957,3
250750.0,5,1.75,2140,1.0,0,1951,4
438000.0,4,2.5,1970,2.0,0,2004,3
590000.0,3,2.75,2550,2.0,0,1967,4
329500.0,3,1.0,1080,1.0,0,1947,4
1195000.0,3,2.25,3070,2.0,0,1987,3
415000.0,2,1.0,1470,1.0,0,1944,3
900000.0,4,2.5,3620,2.0,0,1984,3
378000.0,3,1.5,1050,1.0,0,1975,3
474000.0,2,1.0,1050,1.0,0,1905,5
464000.0,3,1.0,1320,2.0,0,1900,3
310000.0,3,1.0,1210,1.0,0,1956,4
580000.0,3,1.5,1860,2.0,0,1952,5
999000.0,3,2.75,2830,1.0,1,1962,4
510000.0,2,1.0,810,1.0,0,1942,5
650000.0,3,1.5,1630,1.0,0,1940,3
196000.0,3,1.0,880,1.0,0,1978,4
220000.0,4,1.75,1660,1.0,0,1952,3
855000.0,3,2.25,3440,2.0,0,1985,3
483000.0,3,1.75,2110,1.0,0,1978,4
400000.0,3,1.0,1060,1.0,0,1952,3
435000.0,3,2.5,1900,2.0,0,1993,3
219500.0,1,1.0,820,1.0,0,2007,3
2950000.0,4,3.5,4860,2.0,0,1996,3
427000.0,3,2.5,2050,3.0,0,2008,3
430000.0,2,1.5,1090,1.5,0,1900,3
685000.0,2,1.5,1090,1.5,0,1900,3
495000.0,2,1.5,1920,1.0,0,1937,3
299950.0,3,2.5,1870,2.0,0,1990,3
390000.0,4,1.75,2690,1.5,0,1940,3
385000.0,3,1.75,2160,1.5,0,1928,4
740000.0,4,2.5,3000,2.0,0,1995,3
991700.0,4,3.0,2290,2.0,0,1924,3
765000.0,3,2.75,2250,2.5,0,1909,4
802000.0,4,2.25,2130,2.0,0,1961,4
950000.0,4,2.75,2500,1.0,0,1969,4
392000.0,4,2.5,2300,2.0,0,1988,3
590000.0,3,2.5,3360,1.0,0,1989,3
425000.0,4,2.5,1920,2.0,0,1989,2
765000.0,5,1.75,2440,1.5,0,1944,4
313500.0,3,2.25,1440,2.0,0,1983,4
320000.0,3,1.0,1780,2.0,0,1947,4
604000.0,4,1.75,1490,1.0,0,1960,3
570000.0,3,2.0,1400,2.0,0,2004,3
639000.0,4,2.5,2150,2.0,0,1982,4
335000.0,4,2.0,1910,1.0,0,1963,4
896000.0,4,1.75,2660,2.0,0,1917,4
259500.0,3,1.75,1650,1.0,0,1957,3
637000.0,3,2.0,1980,1.0,0,1958,4
307450.0,4,2.75,2690,1.0,0,1980,3
535000.0,3,1.75,1380,1.0,0,1925,4
669500.0,4,2.25,2500,1.5,0,1940,4
259000.0,3,1.75,1590,1.0,0,1952,3
441000.0,4,1.5,1100,1.0,0,1919,1
228800.0,4,2.5,1470,2.0,0,2003,3
530000.0,2,2.0,1680,1.0,0,2006,3
524000.0,2,2.0,1450,1.0,0,1924,4
430000.0,4,2.25,2020,1.5,0,1925,5
1325000.0,4,3.25,2470,1.5,0,1906,5
210000.0,3,1.0,1230,1.0,0,1969,3
449000.0,4,2.5,1850,1.0,0,1930,3
945000.0,2,2.5,2540,2.0,0,2004,3
200450.0,3,1.0,970,1.0,0,1957,3
219950.0,3,1.5,1070,1.0,0,1985,3
659500.0,4,3.0,2620,1.0,0,1956,4
746000.0,4,2.75,2110,1.5,0,1966,5
540000.0,3,1.75,2110,1.0,0,1982,3
485000.0,5,2.0,1910,1.0,0,1968,3
202000.0,2,1.0,670,1.0,0,1942,3
2525000.0,4,5.5,6930,1.0,0,1950,4
502000.0,3,2.75,2010,1.0,0,1979,3
279000.0,2,2.75,1770,1.0,0,2003,3
409500.0,3,1.0,1340,1.0,0,1921,4
453000.0,3,2.0,1660,1.0,0,1983,3
367000.0,4,1.0,1820,1.5,0,1947,3
550000.0,3,2.5,2510,2.0,0,1992,3
273500.0,3,1.5,1560,1.0,0,1962,3
505000.0,4,3.0,2280,1.0,0,1978,3
770000.0,3,2.5,2650,2.0,0,1994,3
565000.0,4,2.25,2470,2.0,0,1984,3
316000.0,3,0.75,1270,1.0,0,1971,5
160000.0,4,1.0,1520,1.5,0,1960,3
170000.0,3,1.0,1310,1.0,0,1956,3
235000.0,3,1.0,1310,1.0,0,1956,3
1799000.0,4,3.5,3930,2.0,0,1999,3
310000.0,3,1.0,990,1.0,0,1967,3
285000.0,4,1.75,2080,1.0,0,1955,4
280000.0,2,1.0,960,1.0,0,1942,3
2298000.0,4,4.25,4070,2.0,0,2004,3
763776.0,4,2.5,2750,2.0,0,1989,3
530000.0,5,2.75,3230,1.0,0,1965,3
362000.0,1,1.0,890,1.5,0,1996,3
430000.0,2,1.0,990,1.0,0,1931,3
456500.0,3,1.0,1290,1.5,0,1919,4
445000.0,4,2.5,2170,2.0,0,1989,3
386900.0,3,1.0,1330,1.0,0,1963,3
479000.0,3,1.0,1340,1.0,0,1955,4
525000.0,3,2.5,2200,2.0,0,2000,3
272000.0,4,1.75,2520,1.0,0,1979,3
517000.0,4,1.0,1180,1.5,0,1950,3
615000.0,3,1.75,2660,1.0,0,1951,4
439000.0,3,1.75,1250,1.0,0,1965,3
716000.0,3,2.5,2270,1.0,0,1988,4
308000.0,2,1.0,1080,1.0,0,1942,4
800000.0,3,2.25,1620,2.0,0,1926,4
575000.0,3,2.0,940,1.0,0,1941,3
219950.0,3,1.5,1620,1.0,0,1967,4
770000.0,4,2.5,2350,2.0,0,1987,4
424950.0,3,1.75,2090,1.0,0,1967,3
387000.0,3,2.25,1760,2.0,0,1984,3
790000.0,4,1.75,2050,1.0,0,1974,3
156000.0,2,1.0,600,1.0,0,1933,3
580000.0,2,1.0,2540,1.0,0,1942,5
490000.0,4,2.25,2090,2.0,0,1970,3
950000.0,5,3.25,2700,2.0,0,1926,3
400000.0,2,2.5,1410,2.0,0,2008,3
325000.0,2,2.5,1170,2.0,0,2008,3
365000.0,4,2.5,2540,2.0,0,2002,3
255000.0,3,1.75,2190,1.5,0,1920,4
985000.0,5,3.5,3890,2.0,0,1984,3
595000.0,4,2.5,2030,1.0,0,1967,3
427500.0,3,1.0,1350,1.0,0,1944,5
728000.0,3,1.5,1940,1.5,0,1915,3
549950.0,2,1.0,1260,1.0,0,1940,3
650000.0,3,2.0,2800,1.0,0,1954,3
1125000.0,5,3.25,3080,1.0,0,1968,4
203000.0,3,1.0,840,1.0,0,1969,5
311000.0,2,1.0,860,1.0,0,1903,5
387500.0,6,2.0,2400,1.0,0,1932,3
370000.0,4,2.0,1640,1.0,0,1963,3
228000.0,2,1.0,1060,1.0,0,1951,3
740000.0,2,1.75,2080,1.0,0,1923,5
200000.0,4,2.0,2090,1.0,0,1974,3
660000.0,3,1.0,1240,1.0,0,1927,4
275000.0,4,2.0,2030,2.0,0,1944,3
708000.0,2,1.0,1120,1.0,0,1938,3
280000.0,3,2.5,1270,2.0,0,1993,3
325000.0,4,2.5,2260,2.0,0,2002,3
495000.0,3,2.5,1780,2.0,0,1995,3
691000.0,2,2.0,1780,1.5,0,1922,3
2288000.0,4,2.5,4080,2.0,0,1983,4
329500.0,3,2.5,2120,1.0,0,1979,5
348000.0,3,2.5,2060,2.0,0,1989,3
425000.0,2,1.0,1670,1.0,0,1947,4
210000.0,3,1.0,1080,1.0,0,1942,3
285000.0,2,1.0,1210,1.0,0,1951,3
222000.0,3,1.0,990,1.0,0,1966,3
200000.0,4,2.5,1720,1.0,0,1961,3
247500.0,3,2.0,1530,1.0,0,1995,3
1500000.0,4,5.5,6550,1.0,0,2006,3
190000.0,3,1.75,1100,1.0,0,1942,3
975000.0,4,2.5,3020,1.5,0,1921,4
1130000.0,4,3.0,3180,2.0,0,1925,4
283200.0,4,1.75,1830,1.0,0,1958,4
650000.0,3,2.5,2540,1.0,0,1937,4
449500.0,3,2.0,1770,1.0,0,1954,4
400000.0,3,1.75,1470,1.0,0,1987,3
89950.0,1,1.0,570,1.0,0,1942,3
158800.0,3,1.0,960,1.0,0,1950,3
870000.0,4,3.0,2940,2.0,0,2011,3
196000.0,3,1.5,1000,1.0,0,1989,3
850000.0,3,1.75,2450,1.0,0,1940,5
775000.0,4,2.5,3310,2.0,0,2005,3
483500.0,3,2.5,1670,2.0,0,2001,3
387000.0,3,1.5,1620,2.0,0,1990,3
900000.0,3,3.0,2990,2.0,0,1951,3
336000.0,3,1.5,1240,1.0,0,1964,3
415000.0,2,1.0,670,1.0,0,1949,5
380000.0,0,0.0,1470,3.0,0,2006,3
350000.0,3,1.5,1320,1.0,0,1909,3
1320000.0,4,5.25,6110,2.0,0,2005,3
765000.0,3,1.75,2440,1.0,0,1945,4
527000.0,4,2.5,2900,2.0,0,2013,3
524000.0,4,2.75,2310,1.5,0,1908,5
448000.0,2,1.0,1110,1.0,0,1937,3
775000.0,4,3.25,4100,2.0,0,1981,3
176500.0,3,1.0,930,1.5,0,1910,4
750000.0,4,2.25,2420,1.0,0,1952,4
1265000.0,4,2.25,2870,1.0,0,1951,5
250000.0,3,1.0,1480,1.0,0,1958,3
759000.0,3,2.75,1960,1.5,0,1900,5
640000.0,3,2.0,1470,1.5,0,1926,4
990000.0,3,3.25,2460,2.0,0,1910,5
395000.0,4,1.75,1960,1.0,0,1946,4
275000.0,2,1.5,1160,2.0,0,2006,3
390000.0,3,2.5,1910,2.0,0,1997,3
752500.0,5,2.75,2720,1.5,0,1913,4
450000.0,2,1.0,1020,1.5,0,1906,4
473000.0,2,1.0,900,1.0,0,1909,4
178500.0,3,1.75,1120,1.0,0,1973,3
485000.0,3,2.5,2340,1.0,0,1985,3
